user_id,item_id,rating
1,1112,2
1,1044,3
1,1066,4
1,1123,3
1,1093,1
1,1080,3
1,1070,2
1,1030,3
1,1082,2
1,1244,4
1,1229,3
1,1280,3
1,1288,3
1,1221,2
1,1281,2
1,1157,2
1,1153,3
1,1069,4
1,1217,2
1,1026,3
1,1232,2
1,1218,2
1,1147,2
1,1132,3
1,1294,2
1,1020,3
1,1172,2
1,1251,2
1,1029,3
1,1150,2
1,1228,3
1,1223,3
1,1011,3
1,1021,4
1,1180,3
1,1138,1
1,1031,3
1,1038,3
1,1296,2
1,1188,4
2,1171,2
2,1150,2
2,1192,3
2,1058,3
2,1296,2
2,1035,2
2,1278,2
2,1184,2
2,1160,3
2,1057,2
2,1261,3
2,1039,3
2,1208,4
2,1252,3
2,1177,2
2,1001,3
2,1084,2
2,1101,3
2,1166,4
2,1240,2
2,1090,3
2,1107,2
2,1062,2
2,1071,5
2,1031,4
2,1143,2
2,1043,4
2,1251,4
2,1268,3
2,1011,4
2,1164,3
2,1059,3
2,1297,3
2,1070,4
2,1075,2
2,1076,4
2,1216,3
2,1014,5
2,1202,2
2,1178,3
3,1019,3
3,1194,2
3,1249,2
3,1183,2
3,1112,3
3,1189,3
3,1033,3
3,1106,2
3,1006,2
3,1155,3
3,1042,4
3,1163,3
3,1066,3
3,1062,3
3,1011,1
3,1138,2
3,1233,2
3,1063,2
3,1232,2
3,1221,3
3,103,3
3,1032,3
3,1001,4
3,1123,3
3,1102,2
3,1068,3
3,1272,2
3,1262,3
3,1208,4
3,1048,3
3,1139,3
3,1113,3
3,1146,4
3,1054,3
3,1016,3
3,1114,2
3,1206,3
3,1226,2
3,1024,4
3,1247,2
4,1226,2
4,1010,3
4,1142,2
4,1095,3
4,1014,3
4,1094,3
4,1013,4
4,1153,4
4,1150,2
4,1255,4
4,1195,2
4,1270,5
4,1234,3
4,1121,2
4,1089,2
4,1138,2
4,1174,3
4,1016,2
4,1161,3
4,1131,2
4,1055,2
4,1180,2
4,1215,4
4,1196,3
4,1217,4
4,1189,2
4,1165,2
4,1087,3
4,1246,2
4,1257,2
4,1128,3
4,1034,4
4,1209,3
4,1032,4
4,1212,3
4,1084,2
4,1271,3
4,1156,3
4,1044,4
4,1159,4
5,1247,3
5,1257,2
5,1190,2
5,1279,2
5,1052,2
5,1126,5
5,1125,2
5,1220,3
5,1101,4
5,1138,1
5,1243,4
5,1094,3
5,1054,3
5,1061,2
5,1029,3
5,1223,3
5,1080,3
5,1219,2
5,1036,3
5,1155,2
5,1169,4
5,1025,3
5,1273,3
5,1269,2
5,1140,3
5,1145,3
5,1072,3
5,1081,3
5,1177,2
5,1252,2
5,1106,5
5,1063,2
5,1113,3
5,1244,2
5,1005,3
5,1176,2
5,1275,3
5,1285,4
5,1180,2
5,1231,2
6,1078,3
6,1295,3
6,1289,3
6,1070,3
6,1079,3
6,1164,3
6,1280,3
6,1013,3
6,1006,4
6,1033,3
6,1015,2
6,1287,3
6,1127,3
6,1099,2
6,1284,3
6,1205,2
6,1007,3
6,1246,3
6,1271,3
6,1140,2
6,1146,3
6,1239,3
6,1117,4
6,1199,3
6,1144,2
6,1224,3
6,1029,3
6,1022,3
6,1072,2
6,1217,3
6,1204,3
6,1229,2
6,1096,2
6,1166,3
6,1065,3
6,1152,3
6,1155,2
6,1168,3
6,1196,2
6,1058,4
7,1018,2
7,1283,3
7,1279,3
7,1091,2
7,1177,2
7,1275,2
7,1139,2
7,1029,3
7,1189,4
7,1250,3
7,1222,2
7,1273,3
7,1135,2
7,1052,3
7,1057,3
7,1041,2
7,1193,2
7,1183,3
7,1165,2
7,1277,3
7,1179,3
7,1065,4
7,1093,3
7,1252,3
7,1197,2
7,1248,4
7,1012,2
7,1015,1
7,1011,2
7,1062,5
7,1162,3
7,1234,3
7,1257,2
7,1225,2
7,1068,4
7,1255,3
7,1063,4
7,1159,3
7,1155,2
7,1075,3
8,1233,4
8,1023,3
8,1062,4
8,1257,4
8,1098,3
8,1279,2
8,1158,3
8,1236,4
8,1261,2
8,1184,3
8,1152,2
8,1080,3
8,1227,2
8,1264,2
8,1167,4
8,1271,3
8,1173,3
8,1127,3
8,1239,3
8,1090,3
8,1118,2
8,1134,4
8,1277,4
8,1144,4
8,1107,3
8,1139,4
8,1242,2
8,1154,1
8,1237,2
8,1170,3
8,1278,3
8,1132,3
8,1054,2
8,1285,3
8,1270,3
8,1186,2
8,1194,4
8,1168,3
8,1066,3
8,1140,2
9,1081,5
9,1205,4
9,1082,4
9,1010,2
9,1195,2
9,1245,3
9,1087,4
9,1140,4
9,1011,2
9,105,2
9,1144,4
9,1282,3
9,1046,3
9,1163,3
9,1137,2
9,1224,3
9,1270,2
9,1260,2
9,1244,3
9,1060,2
9,1250,2
9,1231,2
9,1131,3
9,1090,3
9,1049,3
9,1161,4
9,1075,2
9,1226,3
9,1123,3
9,108,2
9,1164,2
9,1143,2
9,1199,3
9,1210,1
9,1255,3
9,1159,2
9,1036,2
9,1197,2
9,1040,3
9,1086,4
10,1262,3
10,1177,3
10,1031,5
10,1280,3
10,1049,3
10,1023,2
10,1272,4
10,1250,2
10,1095,3
10,1285,3
10,1266,3
10,1068,1
10,1076,3
10,1159,3
10,1258,3
10,1218,4
10,1051,3
10,1097,3
10,1290,2
10,1242,3
10,1038,3
10,1253,2
10,1220,2
10,1020,2
10,1224,3
10,1059,3
10,1254,2
10,1204,2
10,1225,3
10,1021,3
10,1278,4
10,1228,3
10,1149,2
10,1003,2
10,1194,1
10,1122,2
10,102,3
10,1103,4
10,1288,2
10,1029,4
11,1049,3
11,1008,2
11,1206,1
11,1000,3
11,1115,4
11,1097,3
11,1026,3
11,1043,3
11,1296,2
11,1009,3
11,1220,3
11,1298,3
11,1016,1
11,1117,3
11,1014,2
11,1197,3
11,1216,3
11,1111,2
11,1268,1
11,1103,4
11,1020,2
11,1063,3
11,1249,3
11,1140,3
11,1286,3
11,1155,1
11,1287,4
11,1156,2
11,1113,3
11,1146,2
11,1065,3
11,1258,3
11,1105,3
11,1203,2
11,1145,3
11,1132,3
11,1023,2
11,1277,2
11,1294,1
11,1081,3
12,1162,3
12,1147,3
12,108,2
12,1100,3
12,1089,2
12,1052,3
12,1237,3
12,1116,5
12,1096,2
12,1195,3
12,1114,4
12,1274,2
12,1156,2
12,1136,2
12,1186,3
12,1230,4
12,1265,3
12,1175,5
12,1149,4
12,1125,2
12,1176,3
12,1254,2
12,1246,3
12,1042,3
12,1232,4
12,1155,3
12,1181,3
12,1152,3
12,1203,3
12,1015,3
12,1280,3
12,1105,4
12,1066,4
12,1000,3
12,1275,4
12,1291,3
12,1288,2
12,1205,2
12,1143,2
12,1070,3
13,1000,3
13,1263,2
13,1132,5
13,1266,2
13,1138,4
13,1249,3
13,1212,3
13,1083,4
13,1046,2
13,1041,2
13,1260,2
13,1068,5
13,1115,2
13,1090,2
13,1261,2
13,1121,4
13,1173,4
13,1128,5
13,1195,3
13,1032,3
13,1183,4
13,1199,3
13,1227,3
13,1281,1
13,1116,2
13,1107,3
13,1145,2
13,1033,2
13,1008,3
13,1039,2
13,1186,3
13,1185,4
13,1274,3
13,1235,2
13,1020,3
13,105,4
13,1079,2
13,1034,3
13,1247,4
13,1214,3
14,1296,3
14,1195,4
14,1159,2
14,1007,2
14,1131,5
14,1222,1
14,1243,3
14,1108,3
14,1174,3
14,1275,2
14,1184,1
14,1213,2
14,1087,3
14,1291,3
14,1186,2
14,1035,2
14,1143,3
14,1118,3
14,1029,3
14,1034,3
14,1129,3
14,1070,4
14,1191,4
14,1154,3
14,1176,4
14,1046,2
14,1038,2
14,103,3
14,1149,3
14,1219,3
14,1130,5
14,1044,3
14,1059,3
14,1036,2
14,1212,3
14,1221,2
14,1277,1
14,1276,3
14,1254,3
14,1200,2
15,1145,4
15,1156,3
15,1094,1
15,1237,2
15,1152,3
15,1082,3
15,1195,3
15,1155,3
15,1141,5
15,1243,2
15,1286,2
15,1116,2
15,1158,3
15,1184,2
15,1135,3
15,1193,3
15,1178,5
15,1050,3
15,1280,2
15,1295,2
15,1271,3
15,1084,2
15,1273,2
15,1005,3
15,1228,2
15,1099,3
15,1216,2
15,1027,4
15,1201,3
15,1247,2
15,1063,2
15,1147,5
15,1115,2
15,1121,3
15,1070,2
15,1208,4
15,1185,3
15,1029,4
15,1221,3
15,1298,2
16,1064,2
16,1170,4
16,1151,5
16,1167,4
16,1225,3
16,1097,4
16,1258,3
16,1239,3
16,1235,3
16,1041,3
16,1216,3
16,1223,3
16,1155,5
16,1026,2
16,1145,3
16,1014,2
16,1050,2
16,1003,2
16,1047,2
16,1076,3
16,1116,2
16,1256,2
16,1081,2
16,1274,3
16,1073,2
16,1161,3
16,1278,4
16,1210,4
16,1228,2
16,1110,3
16,1199,2
16,1086,2
16,1087,2
16,1213,4
16,1194,2
16,1006,3
16,1093,3
16,1222,2
16,1295,1
16,1211,2
17,1276,3
17,1077,2
17,1242,3
17,1139,3
17,1063,2
17,1087,2
17,1153,3
17,1222,4
17,1019,3
17,1175,2
17,105,2
17,1240,5
17,1061,2
17,1091,3
17,1188,3
17,1279,2
17,1250,4
17,1245,2
17,1201,3
17,1243,4
17,1204,2
17,1219,2
17,1034,2
17,1281,3
17,1007,3
17,1104,4
17,1141,3
17,1008,3
17,1132,4
17,1107,4
17,1267,2
17,1078,3
17,1226,3
17,1273,3
17,1253,2
17,1049,4
17,1285,5
17,1050,1
17,1129,3
17,1270,2
18,1202,2
18,1022,2
18,1133,4
18,1056,3
18,1059,5
18,1119,3
18,1066,3
18,1156,3
18,1118,4
18,1193,2
18,1242,3
18,1064,2
18,1287,1
18,1129,4
18,1204,1
18,1184,3
18,1223,4
18,1030,2
18,1039,2
18,1198,4
18,1255,3
18,1134,3
18,1180,2
18,1224,3
18,1241,2
18,1159,2
18,1289,3
18,102,3
18,1226,2
18,1175,3
18,1024,2
18,1265,3
18,1195,3
18,1103,3
18,1211,3
18,1100,3
18,1245,2
18,1157,3
18,1137,4
18,1164,3
19,1053,2
19,1208,3
19,1059,2
19,1236,4
19,1028,4
19,1109,3
19,1188,5
19,1037,2
19,1044,2
19,1152,2
19,1180,4
19,1145,3
19,1062,4
19,1187,3
19,1060,4
19,1065,4
19,1027,3
19,1263,3
19,1280,4
19,105,4
19,1076,3
19,1217,3
19,1171,2
19,1101,3
19,1069,4
19,1202,3
19,1218,3
19,1103,2
19,1036,1
19,1043,3
19,1063,4
19,1055,3
19,1293,3
19,1211,3
19,1153,4
19,1118,2
19,1133,2
19,1035,3
19,1119,2
19,1275,2
20,1208,3
20,1197,4
20,1034,3
20,1266,2
20,1267,2
20,1070,4
20,1134,4
20,1150,4
20,1032,2
20,1253,3
20,1096,2
20,1071,4
20,1159,3
20,1192,4
20,1292,3
20,1025,3
20,1215,4
20,1114,2
20,1021,3
20,1117,3
20,1036,4
20,1214,3
20,1051,3
20,1224,3
20,1020,2
20,1081,4
20,1053,3
20,107,4
20,1062,4
20,106,3
20,1075,4
20,1246,2
20,1169,3
20,1259,4
20,1256,4
20,1124,2
20,1077,4
20,1182,2
20,1056,3
20,1129,3
21,1018,2
21,1083,4
21,1106,2
21,1256,3
21,1015,3
21,1197,3
21,1027,5
21,1230,4
21,1136,3
21,1151,2
21,1159,2
21,1036,2
21,1275,3
21,1225,3
21,105,3
21,1180,3
21,1094,3
21,1141,4
21,1280,2
21,1147,3
21,1116,3
21,1229,3
21,1294,2
21,1244,3
21,1092,3
21,1271,2
21,1117,2
21,1069,2
21,104,2
21,1201,5
21,1004,3
21,1111,3
21,1269,3
21,1169,2
21,1163,3
21,101,3
21,1184,2
21,1149,4
21,1045,3
21,1097,2
22,1149,3
22,1229,3
22,1127,3
22,1053,2
22,1038,3
22,1072,2
22,1147,3
22,1012,3
22,1102,3
22,1159,3
22,1067,3
22,1119,2
22,1174,3
22,1194,3
22,1254,2
22,1017,2
22,1145,2
22,1125,3
22,1081,2
22,1007,4
22,1199,3
22,1223,4
22,1276,4
22,1273,4
22,1040,2
22,1228,3
22,1044,1
22,1063,3
22,1054,2
22,107,3
22,1023,2
22,1105,3
22,1058,2
22,1093,3
22,1197,3
22,1182,5
22,1035,4
22,1290,2
22,1292,2
22,1124,3
23,1237,2
23,1270,2
23,1240,3
23,1168,5
23,1281,4
23,1249,2
23,1156,2
23,1190,4
23,1130,3
23,1084,3
23,1005,3
23,1155,3
23,1297,4
23,1104,4
23,1007,3
23,1135,3
23,1021,2
23,1233,2
23,1263,3
23,1175,2
23,1291,3
23,1111,3
23,1073,3
23,1043,3
23,1118,3
23,1115,2
23,1128,3
23,1265,2
23,1020,3
23,1286,4
23,1173,3
23,1080,3
23,1082,3
23,1113,3
23,1295,4
23,1154,2
23,1294,3
23,1006,2
23,1172,3
23,1282,5
24,1174,3
24,1106,3
24,1293,4
24,1081,3
24,1185,4
24,1149,2
24,1142,2
24,1057,5
24,1082,3
24,101,2
24,1285,3
24,1192,3
24,1282,1
24,1008,3
24,1085,3
24,1154,3
24,1105,2
24,1281,3
24,1045,2
24,1246,4
24,1064,3
24,1161,3
24,1031,4
24,1113,3
24,1169,2
24,1155,4
24,1077,3
24,1037,2
24,1163,2
24,1220,3
24,106,2
24,1127,2
24,1099,3
24,1119,4
24,1026,3
24,1171,4
24,1123,1
24,1047,2
24,1016,2
24,1189,3
25,1144,2
25,1113,3
25,1041,3
25,1017,2
25,1193,3
25,1284,4
25,1273,4
25,1243,5
25,1070,3
25,1019,2
25,1176,3
25,102,4
25,1210,3
25,1036,3
25,1142,1
25,1299,3
25,1237,2
25,1094,1
25,1005,3
25,1097,2
25,1079,2
25,1141,3
25,1033,3
25,1234,2
25,1051,2
25,1149,2
25,1195,1
25,1233,2
25,1242,5
25,1127,5
25,1038,1
25,1270,4
25,1190,3
25,1086,3
25,1181,4
25,1187,4
25,1087,3
25,1220,3
25,1014,3
25,1126,5
26,1067,2
26,1296,2
